SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,6710 Brookmeade Pl,Raleigh,NC,27612-6803,339900,3,3.0,Hidden Valley,2144,35719,1972,2,159,,Active,,,http://www.redfin.com/NC/Raleigh/6710-Brookmeade-Pl-27612/home/41096302,TMLS,2190704,N,Y,35.8725829,-78.6675382
MLS Listing,,Single Family Residential,12504 Honeychurch St,Raleigh,NC,27614,310000,4,3.0,Cedar Grove,2634,7840,2006,2,118,23,Active,,,http://www.redfin.com/NC/Raleigh/12504-Honeychurch-St-27614/home/41313365,TMLS,2190678,N,Y,35.9666181,-78.556392
MLS Listing,,Single Family Residential,2707 Kinsley Pl,Raleigh,NC,27616,329900,4,3.0,Highland Creek,2908,10454,2007,2,113,56,Active,,,http://www.redfin.com/NC/Raleigh/2707-Kinsley-Pl-27616/home/41320469,TMLS,2190611,N,Y,35.8996975,-78.5105752
MLS Listing,,Single Family Residential,7801 Audubon Dr,Raleigh,NC,27615,350000,4,3.0,North Ridge,2220,13503,1971,2,158,,Active,,,http://www.redfin.com/NC/Raleigh/7801-Audubon-Dr-27615/home/41079752,TMLS,2190586,N,Y,35.8908866,-78.6183501
MLS Listing,,Single Family Residential,109 Cupp Ct,Raleigh,NC,27603,260000,3,3.0,Eagle Ridge,2338,5662,2005,2,111,42,Active,,,http://www.redfin.com/NC/Raleigh/109-Cupp-Ct-27603/home/41292291,TMLS,2190580,N,Y,35.6680574,-78.6630767
MLS Listing,,Single Family Residential,7012 Saddle Springs Ct,Raleigh,NC,27615,372000,4,3.0,North Ridge,2400,9583,1988,2,155,,Active,,,http://www.redfin.com/NC/Raleigh/7012-Saddle-Springs-Ct-27615/home/41173339,TMLS,2190577,N,Y,35.8749227,-78.5973931
MLS Listing,,Single Family Residential,1112 Shadyside Dr,Raleigh,NC,27612,250000,3,2.0,Hidden Valley,1630,18295,1974,3,153,,Active,,,http://www.redfin.com/NC/Raleigh/1112-Shadyside-Dr-27612/home/41118758,TMLS,2190546,N,Y,35.8679249,-78.6604641
MLS Listing,,Single Family Residential,4421 Riverport Rd,Raleigh,NC,27616,286132,3,3.0,Willow Lake,2107,11325,2001,3,136,,Active,,,http://www.redfin.com/NC/Raleigh/4421-Riverport-Rd-27616/home/41251829,TMLS,2190527,N,Y,35.8688021,-78.4988791
MLS Listing,,Single Family Residential,2924 Deep Glen Ct,Raleigh,NC,27603,267500,3,3.0,Stephens Pointe,2319,26136,2006,3,115,8,Active,,,http://www.redfin.com/NC/Raleigh/2924-Deep-Glen-Ct-27603/home/41298594,TMLS,2190513,N,Y,35.6251335,-78.6834163
MLS Listing,,Single Family Residential,1621 October Rd,Raleigh,NC,27614,324900,4,3.0,Falls River Enclave,2521,7840,2003,3,129,13,Active,,,http://www.redfin.com/NC/Raleigh/1621-October-Rd-27614/home/41275899,TMLS,2190386,N,Y,35.9244684,-78.5844265
MLS Listing,,Single Family Residential,8215 Gresham Trace Ln,Raleigh,NC,27615-8058,286900,3,3.0,Gresham Trace,2030,7840,1999,3,141,17,Active,,,http://www.redfin.com/NC/Raleigh/8215-Gresham-Trace-Ln-27615/home/41228092,TMLS,2190370,N,Y,35.8883333,-78.5940061
MLS Listing,,Single Family Residential,3850 Cumberland Pond Rd,Raleigh,NC,27606-4867,370000,4,3.0,Crossings at Tryon,2181,4356,2013,4,170,38,Active,,,http://www.redfin.com/NC/Raleigh/3850-Cumberland-Pond-Rd-27606/home/59277373,TMLS,2190317,N,Y,35.7471032,-78.7041506
MLS Listing,,Single Family Residential,2225 Flowing Dr,Raleigh,NC,27610,250000,3,3.0,EdgeWtr,2630,7405,2007,4,95,35,Active,,,http://www.redfin.com/NC/Raleigh/2225-Flowing-Dr-27610/home/41299639,TMLS,2190241,N,Y,35.8018475,-78.549249
MLS Listing,,Single Family Residential,0 Hill St,Raleigh,NC,27610,399000,3,3.0,College Park,1656,4356,2018,4,241,,Active,,,http://www.redfin.com/NC/Raleigh/0-Hill-St-27610/home/44523457,TMLS,2190240,N,Y,35.7800885,-78.6176556
MLS Listing,,Single Family Residential,6906 Wexford Woods Trl,Raleigh,NC,27613,389000,4,5.0,Wexford,3423,111165,2004,4,114,15,Active,,,http://www.redfin.com/NC/Raleigh/6906-Wexford-Woods-Trl-27613/home/43592055,TMLS,2190199,N,Y,35.9647379,-78.726812
MLS Listing,,Single Family Residential,5830 Bayberry Ln,Raleigh,NC,27612-2881,400000,3,3.0,Hedgemoor,2777,14374,1980,5,144,,Active,,,http://www.redfin.com/NC/Raleigh/5830-Bayberry-Ln-27612/home/41138949,TMLS,2190074,N,Y,35.8616532,-78.6746872
MLS Listing,,Single Family Residential,8824 Miranda Dr,Raleigh,NC,27617,300000,3,3.0,Dominion Park,1972,7840,1997,5,152,43,Active,,,http://www.redfin.com/NC/Raleigh/8824-Miranda-Dr-27617/home/41207001,TMLS,2190071,N,Y,35.9132711,-78.7434362
MLS Listing,,Single Family Residential,216 Northclift Dr,Raleigh,NC,27609,309900,3,2.0,Northclift,1948,11325,1968,5,159,,Active,May-13-2018 01:00 PM,May-13-2018 03:00 PM,http://www.redfin.com/NC/Raleigh/216-Northclift-Dr-27609/home/41119097,TMLS,2190055,N,Y,35.8624599,-78.6398959
MLS Listing,,Single Family Residential,3421 Serendipity Dr,Raleigh,NC,27616,279900,4,3.0,Mitchell Mill,2707,11325,2003,5,103,28,Active,,,http://www.redfin.com/NC/Raleigh/3421-Serendipity-Dr-27616/home/41275856,TMLS,2189926,N,Y,35.8781294,-78.5141037
MLS Listing,,Single Family Residential,1212 Rolling Farm Dr,Raleigh,NC,27603,354000,3,3.0,Old Stage Place,2618,25700,2001,5,135,23,Active,,,http://www.redfin.com/NC/Raleigh/1212-Rolling-Farm-Dr-27603/home/41251302,TMLS,2189912,N,Y,35.6505457,-78.6757507
MLS Listing,,Single Family Residential,10008 Quillstone Ct,Raleigh,NC,27613,360000,3,3.0,Still Wtr Landing,2197,12196,1994,5,164,8,Active,May-13-2018 01:00 PM,May-13-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/10008-Quillstone-Ct-27613/home/41182613,TMLS,2189855,N,Y,35.9146891,-78.6972557
MLS Listing,,Single Family Residential,2220 Spruce Shadows Ln,Raleigh,NC,27614-6917,299900,4,3.0,Wakefield,2327,7840,2001,6,129,50,Active,,,http://www.redfin.com/NC/Raleigh/2220-Spruce-Shadows-Ln-27614/home/41262130,TMLS,2189848,N,Y,35.9382236,-78.5667284
MLS Listing,,Single Family Residential,2904 Sago Palm Ct,Raleigh,NC,27616,379900,3,3.0,Wake,2382,38637,2018,6,159,,Active,,,http://www.redfin.com/NC/Raleigh/2904-Palm-Ct-27607/home/145577645,TMLS,2189792,N,Y,35.8585526518129,-78.4881949424744
MLS Listing,,Single Family Residential,4268 Saubranch Hill St,Raleigh,NC,27616,309000,4,3.0,Belmont,2460,8276,2015,8,126,78,Active,,,http://www.redfin.com/NC/Raleigh/4268-Saubranch-Hill-St-27616/home/49784739,TMLS,2189582,N,Y,35.8369244,-78.5527984
MLS Listing,,Single Family Residential,3309 Manor Ridge Dr,Raleigh,NC,27603,275000,3,3.0,Lakewood Estates,2733,66211,1983,8,101,,Active,,,http://www.redfin.com/NC/Raleigh/3309-Manor-Ridge-Dr-27603/home/41135726,TMLS,2189577,N,Y,35.6858719,-78.6975702
MLS Listing,,Single Family Residential,9608 Leslieshire Dr,Raleigh,NC,27615,289900,4,3.0,Windsor Forest,2139,11761,1993,8,136,30,Active,,,http://www.redfin.com/NC/Raleigh/9608-Leslieshire-Dr-27615/home/41185714,TMLS,2189524,N,Y,35.8971652,-78.5756887
MLS Listing,,Single Family Residential,12104 Warwickshire Park,Raleigh,NC,27613,367500,4,3.0,Hawthorne,2051,15246,1989,8,179,97,Active,,,http://www.redfin.com/NC/Raleigh/12104-Warwickshire-Park-27613/home/41156206,TMLS,2189503,N,Y,35.9368298,-78.7201064
MLS Listing,,Single Family Residential,201 Mccleary Ct,Cary,NC,27513,365000,4,3.0,Braeloch,2513,8276,1995,8,145,13,Active,,,http://www.redfin.com/NC/CARY/201-MCCLEARY-CT-27513/home/41258370,TMLS,2189474,N,Y,35.798824,-78.7607
MLS Listing,,Single Family Residential,3800 Bland Rd,Raleigh,NC,27609,395000,3,2.0,Greenwood Farms,1868,13895,1966,8,211,,Active,,,http://www.redfin.com/NC/Raleigh/3800-Bland-Rd-27609/home/41087467,TMLS,2189301,N,Y,35.8344095,-78.611343
MLS Listing,,Single Family Residential,5105 Laurie Dr,Raleigh,NC,27606,375000,3,3.0,Penn Shaw Pines,2362,42688,1979,9,159,,Active,,,http://www.redfin.com/NC/Raleigh/5105-Laurie-Dr-27606/home/41126834,TMLS,2189243,N,Y,35.7198835,-78.7249247
MLS Listing,,Single Family Residential,2449 Milburnie Rd,Raleigh,NC,27610,315000,3,3.0,Lockwood,1568,11325,1963,9,201,,Active,,,http://www.redfin.com/NC/Raleigh/2449-Milburnie-Rd-27610/home/41095065,TMLS,2189207,N,Y,35.7885937,-78.5996825
MLS Listing,,Single Family Residential,239 Mediate Dr,Raleigh,NC,27603,289900,3,3.0,Eagle Ridge,2779,15246,2006,9,104,42,Active,,,http://www.redfin.com/NC/Raleigh/239-Mediate-Dr-27603/home/41268771,TMLS,2189182,N,Y,35.6668065,-78.6632667
MLS Listing,,Single Family Residential,2416 Deanwood Dr,Raleigh,NC,27615,289000,4,3.0,Durant Trace,1773,14810,1996,9,163,11,Active,,,http://www.redfin.com/NC/Raleigh/2416-Deanwood-Dr-27615/home/41207842,TMLS,2189181,N,Y,35.8996366,-78.5983965
MLS Listing,,Single Family Residential,1104 Southern Escape Way,Raleigh,NC,27603,350000,4,3.0,Southern Meadows,2947,24829,2005,9,119,30,Active,,,http://www.redfin.com/NC/Raleigh/1104-Southern-Escape-Way-27603/home/41291396,TMLS,2189107,N,Y,35.6005993,-78.643974
MLS Listing,,Single Family Residential,5101 Centerbud Pl,Raleigh,NC,27606,399900,3,3.0,Wake,2050,6098,2018,9,195,45,Active,,,http://www.redfin.com/NC/RALEIGH/5101-CENTERBUD-PL-27606/home/143715667,TMLS,2189020,N,Y,35.78559,-78.7098
MLS Listing,,Single Family Residential,5201 Turning Branch Ln,Raleigh,NC,27603,299900,3,3.0,Stephens Pointe,2548,31363,2005,10,118,8,Active,,,http://www.redfin.com/NC/Raleigh/5201-Turning-Branch-Ln-27603/home/41360514,TMLS,2188893,N,Y,35.6286831,-78.6852773
MLS Listing,,Single Family Residential,1209 Kinleywood Ct,Raleigh,NC,27603,258500,3,3.0,Silver Pointe,2185,25264,2010,10,118,37,Active,,,http://www.redfin.com/NC/Raleigh/1209-Kinleywood-Ct-27603/home/41329794,TMLS,2188892,N,Y,35.6092145,-78.6467606
MLS Listing,,Single Family Residential,5620 Turner Glen Dr,Raleigh,NC,27603,375000,3,3.0,Turner Downs,3104,24829,2005,10,121,32,Active,,,http://www.redfin.com/NC/Raleigh/5620-Turner-Glen-Dr-27603/home/41291978,TMLS,2188820,N,Y,35.6193203,-78.6785866
MLS Listing,,Single Family Residential,1113 Mountain Laurel Dr,Raleigh,NC,27603,285000,3,3.0,Laurel Grove,2513,30056,1999,10,113,,Active,,,http://www.redfin.com/NC/Raleigh/1113-Mountain-Laurel-Dr-27603/home/41236297,TMLS,2188762,N,Y,35.6016234,-78.6302431
MLS Listing,,Single Family Residential,1505 Hoke Landing Ln,Raleigh,NC,27603,399900,4,3.0,Hoke Landing,3083,27007,2016,10,130,30,Active,,,http://www.redfin.com/NC/Raleigh/1505-Hoke-Landing-Ln-27603/home/59280745,TMLS,2188693,N,Y,35.6127824,-78.628812
MLS Listing,,Single Family Residential,1509 Upchurch Woods Dr,Raleigh,NC,27603,300000,3,3.0,Upchurch Place,2233,24393,2005,11,134,15,Active,,,http://www.redfin.com/NC/Raleigh/1509-Upchurch-Woods-Dr-27603/home/41282991,TMLS,2188586,N,Y,35.6200942,-78.6223382
MLS Listing,,Single Family Residential,3410 Table Mountain Pine Dr,Raleigh,NC,27616,375575,4,3.0,Wake,3210,9583,2018,11,117,54,Active,,,http://www.redfin.com/NC/Raleigh/3410-Table-Mountain-Pine-Dr-27616/home/145377790,TMLS,2188569,N,Y,35.903439,-78.508817
MLS Listing,,Single Family Residential,6309 Kayton St Unit 3061 McCrory I,Raleigh,NC,27616,306785,3,3.0,Wake,1735,4138,2018,11,177,96,Active,,,http://www.redfin.com/NC/Raleigh/6309-Kayton-St-27616/unit-3061-McCrory-I/home/145544868,TMLS,2188354,N,Y,35.8608008,-78.5381526
MLS Listing,,Single Family Residential,5437 Holland Farms Way,Raleigh,NC,27603,279900,3,2.0,Holland Farms,1583,73180,1992,11,177,,Active,,,http://www.redfin.com/NC/Raleigh/5437-Holland-Farms-Way-27603/home/41187670,TMLS,2188327,N,Y,35.6322484,-78.650466
MLS Listing,,Single Family Residential,5912 Pine Tree Ct,Raleigh,NC,27609,279000,3,2.0,Northclift,1600,13503,1974,11,174,,Active,,,http://www.redfin.com/NC/Raleigh/5912-Pine-Tree-Ct-27609/home/41122915,TMLS,2188309,N,Y,35.8611148,-78.6512724
MLS Listing,,Single Family Residential,4800 Theys Rd,Raleigh,NC,27606,299900,3,2.0,Pen Shaw Pines,1913,54014,1977,12,157,,Active,,,http://www.redfin.com/NC/Raleigh/4800-Theys-Rd-27606/home/41123347,TMLS,2188201,N,Y,35.721218,-78.724324
MLS Listing,,Single Family Residential,2108 Longwood Dr,Raleigh,NC,27612,344900,3,3.0,Arlington Hills,1964,8276,1994,12,176,18,Active,May-13-2018 02:00 PM,May-13-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/2108-Longwood-Dr-27612/home/41202094,TMLS,2188140,N,Y,35.8620821,-78.673444
MLS Listing,,Single Family Residential,4362 Auburn Hills Dr,Raleigh,NC,27616-9309,339900,4,3.0,Highland Creek,3103,6534,2016,13,110,56,Active,,,http://www.redfin.com/NC/Raleigh/4362-Auburn-Hills-Dr-27616/home/113050740,TMLS,2188038,N,Y,35.900175,-78.51921
MLS Listing,,Single Family Residential,12 Hill St,Raleigh,NC,27610,399000,3,3.0,College Park,1656,4356,2018,14,241,,Active,,,http://www.redfin.com/NC/Raleigh/12-Hill-St-27610/home/144826925,TMLS,2187964,N,Y,35.780743,-78.617391
MLS Listing,,Single Family Residential,3401 Table Mountain Pine Dr,Raleigh,NC,27616,371800,4,4.0,Wake,2926,7840,2018,14,127,54,Active,,,http://www.redfin.com/NC/Raleigh/3401-Table-Mountain-Pine-Dr-27616/home/145377791,TMLS,2187934,N,Y,35.903439,-78.508817
MLS Listing,,Single Family Residential,5704 Edgebury Rd,Raleigh,NC,27613,289900,3,3.0,Harrington Grove,1712,6098,1990,15,169,30,Active,,,http://www.redfin.com/NC/Raleigh/5704-Edgebury-Rd-27613/home/41186547,TMLS,2187838,N,Y,35.9292556,-78.7482881
MLS Listing,,Single Family Residential,1412 Rodessa Run,Raleigh,NC,27607,375000,3,3.0,Inside Wade Townhomes,1847,3484,2011,15,203,110,Active,,,http://www.redfin.com/NC/Raleigh/1412-Rodessa-Run-27607/home/41361782,TMLS,2187820,N,Y,35.8088271,-78.7353792
MLS Listing,,Single Family Residential,516 Seabring Ln,Raleigh,NC,27603,349500,3,3.0,Blalocks Glen,3154,38942,2018,15,111,30,Active,,,http://www.redfin.com/NC/Raleigh/516-Seabring-Ln-27603/home/145523510,TMLS,2187815,N,Y,35.5967753,-78.6625013
MLS Listing,,Single Family Residential,504 E Millbrook Rd,Raleigh,NC,27609,260000,3,2.0,Lakemont,1203,11325,1965,15,216,,Active,,,http://www.redfin.com/NC/Raleigh/504-E-Millbrook-Rd-27609/home/41080162,TMLS,2187800,N,Y,35.8513289,-78.6298773
MLS Listing,,Single Family Residential,10156 Chambers Rd,Raleigh,NC,27603,384900,4,4.0,Wake,2692,51400,2018,15,143,,Active,,,http://www.redfin.com/NC/Raleigh/10156-Chambers-Rd-27603/home/144789418,TMLS,2187781,N,Y,35.6341361,-78.7099133
MLS Listing,,Single Family Residential,2909 Rue Sans Famille,Raleigh,NC,27607,356500,3,3.0,Sans Famille,2101,5662,1981,15,170,42,Active,,,http://www.redfin.com/NC/Raleigh/2909-Rue-Sans-Famille-27607/home/41141084,TMLS,2187747,N,Y,35.822783,-78.688297
MLS Listing,,Single Family Residential,653 Rose Mallow Dr,Zebulon,NC,27597,261990,4,3.0,Wake,2800,6795,2018,15,94,50,Active,,,http://www.redfin.com/NC/Zebulon/653-Rose-Mallow-Dr-27597/home/145252807,TMLS,2187732,N,Y,35.760418024777,-78.600038200505
MLS Listing,,Single Family Residential,2812 Bardwell Rd,Raleigh,NC,27604,254900,3,2.0,Brentwood,1916,12196,1960,15,133,,Active,,,http://www.redfin.com/NC/Raleigh/2812-Bardwell-Rd-27604/home/41102414,TMLS,2187664,N,Y,35.8211261,-78.5985295
MLS Listing,,Single Family Residential,10901 Cokesbury Ln,Raleigh,NC,27614,309900,4,3.0,Falls River,1989,11325,2000,15,156,26,Active,,,http://www.redfin.com/NC/Raleigh/10901-Cokesbury-Ln-27614/home/41251624,TMLS,2187633,N,Y,35.9182422,-78.5672607
MLS Listing,,Single Family Residential,425 Waterville St,Raleigh,NC,27603,369900,4,3.0,Eagle Ridge,2950,14810,2016,16,125,42,Active,,,http://www.redfin.com/NC/Raleigh/425-Waterville-St-27603/home/65302791,TMLS,2187603,N,Y,35.6739253,-78.666068
MLS Listing,,Single Family Residential,3209 Groveshire Dr,Raleigh,NC,27616,289000,4,3.0,Neuse Crossing,3048,7840,2006,16,95,18,Active,,,http://www.redfin.com/NC/Raleigh/3209-Groveshire-Dr-27616/home/41299974,TMLS,2187540,N,Y,35.873573,-78.5252432
MLS Listing,,Single Family Residential,7220 Madiera Ct,Raleigh,NC,27615,329900,3,2.0,North Ridge,1477,16552,1969,16,223,,Active,,,http://www.redfin.com/NC/Raleigh/7220-Madiera-Ct-27615/home/41104518,TMLS,2187523,N,Y,35.8902219,-78.6234046
MLS Listing,,Single Family Residential,1125 River Chase Dr,Raleigh,NC,27601,369500,4,3.0,River Chase,3004,30056,2010,16,123,12,Active,,,http://www.redfin.com/NC/Raleigh/1125-River-Chase-Dr-27610/home/41297356,TMLS,2187388,N,Y,35.7201439,-78.46909
MLS Listing,,Single Family Residential,1419 Joe Louis Ave,Raleigh,NC,27610,399900,4,3.0,Joe Louis Park,1612,6098,2018,16,248,,Active,,,http://www.redfin.com/NC/Raleigh/1419-Joe-Louis-Ave-27610/home/144220650,TMLS,2187298,N,Y,35.7708493,-78.617585
MLS Listing,,Single Family Residential,6908 Brigmore Ct,Raleigh,NC,27617,305900,3,3.0,Woodlawn,2092,10454,1997,16,146,35,Active,,,http://www.redfin.com/NC/Raleigh/6908-Brigmore-Ct-27617/home/41214907,TMLS,2187291,N,Y,35.9178675,-78.7475986
MLS Listing,,Single Family Residential,4204 Clava Dr,Raleigh,NC,27616-8464,330000,4,3.0,Highland Creek,3116,8712,2013,16,106,56,Active,,,http://www.redfin.com/NC/Raleigh/4204-Clava-Dr-27616/home/59277627,TMLS,2187269,N,Y,35.8945819,-78.5208946
MLS Listing,,Single Family Residential,5425 N Hawthorne Way,Raleigh,NC,27613,390000,4,4.0,Hawthorne,3131,12196,1984,17,125,101,Active,May-13-2018 01:00 PM,May-13-2018 03:00 PM,http://www.redfin.com/NC/Raleigh/5425-N-Hawthorne-Way-27613/home/41157242,TMLS,2187240,N,Y,35.9326543,-78.7204956
MLS Listing,,Single Family Residential,5522 Wade Park Blvd,Raleigh,NC,27607,385000,4,4.0,Inside Wade Townhomes,1825,3484,2013,17,211,110,Active,,,http://www.redfin.com/NC/Raleigh/5522-Wade-Park-Blvd-27607/home/49879783,TMLS,2187220,N,Y,35.8082947,-78.7347635
MLS Listing,,Single Family Residential,2925 Suncrest Village Ln,Raleigh,NC,27616,351900,4,4.0,Suncrest Village,2679,7840,2018,17,131,40,Active,,,http://www.redfin.com/NC/Raleigh/2925-Suncrest-Village-Ln-27616/home/145501733,TMLS,2187219,N,Y,35.8744779,-78.5288556
MLS Listing,,Single Family Residential,5705 Cotkin Ln,Raleigh,NC,27603,255000,3,3.0,Silver Pointe,2247,22215,2011,17,113,37,Active,,,http://www.redfin.com/NC/Raleigh/5705-Cotkin-Ln-27603/home/41329790,TMLS,2187048,N,Y,35.6092229,-78.6459437
MLS Listing,,Single Family Residential,8511 Lasilla Way,Raleigh,NC,27616,345000,5,4.0,Highland Creek,3088,12632,2008,17,112,56,Active,,,http://www.redfin.com/NC/Raleigh/8511-Lasilla-Way-27616/home/41321010,TMLS,2187027,N,Y,35.8988633,-78.5125946
MLS Listing,,Single Family Residential,2642 Yellow Pine Rd,Raleigh,NC,27616,329113,5,3.0,Wake,2619,9147,2018,18,126,54,Active,,,http://www.redfin.com/NC/Raleigh/2642-Yellow-Pine-Rd-27616/home/145077646,TMLS,2186916,N,Y,35.903439,-78.508817
